ytid,start_s,end_s,filename,status,error
AH6Xnyj6Ykc,30,40,[AH6Xnyj6Ykc]-[30-40].wav,failed,ERROR: [youtube] AH6Xnyj6Ykc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AFwtBviVhhM,30,40,[AFwtBviVhhM]-[30-40].wav,failed,ERROR: [youtube] AFwtBviVhhM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AHrUfa2H_5s,30,40,[AHrUfa2H_5s]-[30-40].wav,failed,ERROR: [youtube] AHrUfa2H_5s: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AJROvxlmo40,570,580,[AJROvxlmo40]-[570-580].wav,failed,ERROR: [youtube] AJROvxlmo40: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AGsMCWB1tTk,30,40,[AGsMCWB1tTk]-[30-40].wav,failed,ERROR: [youtube] AGsMCWB1tTk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AI9P6HoiJy8,30,40,[AI9P6HoiJy8]-[30-40].wav,failed,ERROR: [youtube] AI9P6HoiJy8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AJeRSlZuZbk,30,40,[AJeRSlZuZbk]-[30-40].wav,failed,ERROR: [youtube] AJeRSlZuZbk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AJTU5RhF3S4,550,560,[AJTU5RhF3S4]-[550-560].wav,failed,ERROR: [youtube] AJTU5RhF3S4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AJj6GGLaIfI,30,40,[AJj6GGLaIfI]-[30-40].wav,failed,ERROR: [youtube] AJj6GGLaIfI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AHmcuClSTL4,100,110,[AHmcuClSTL4]-[100-110].wav,ok,
AJw-x30L46E,80,90,[AJw-x30L46E]-[80-90].wav,failed,ERROR: [youtube] AJw-x30L46E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AKI0VrXEDww,190,200,[AKI0VrXEDww]-[190-200].wav,failed,ERROR: [youtube] AKI0VrXEDww: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ALVS3Q_jNaU,30,40,[ALVS3Q_jNaU]-[30-40].wav,failed,ERROR: [youtube] ALVS3Q_jNaU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ALU-1AILj1c,220,230,[ALU-1AILj1c]-[220-230].wav,failed,ERROR: [youtube] ALU-1AILj1c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ANaaOqwO0Uo,30,40,[ANaaOqwO0Uo]-[30-40].wav,failed,ERROR: [youtube] ANaaOqwO0Uo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AOgbZUl0y0A,30,40,[AOgbZUl0y0A]-[30-40].wav,failed,ERROR: [youtube] AOgbZUl0y0A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
APTh9uhf7WQ,30,40,[APTh9uhf7WQ]-[30-40].wav,failed,ERROR: [youtube] APTh9uhf7WQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
APSbmhJam74,30,40,[APSbmhJam74]-[30-40].wav,failed,ERROR: [youtube] APSbmhJam74: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
APUDprnfOIs,70,80,[APUDprnfOIs]-[70-80].wav,failed,ERROR: [youtube] APUDprnfOIs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ALcCb2HJmG8,70,80,[ALcCb2HJmG8]-[70-80].wav,failed,ERROR: [youtube] ALcCb2HJmG8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ASgLbz48BaY,30,40,[ASgLbz48BaY]-[30-40].wav,failed,ERROR: [youtube] ASgLbz48BaY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ATDi-irUEWc,30,40,[ATDi-irUEWc]-[30-40].wav,failed,ERROR: [youtube] ATDi-irUEWc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ARXTRdKCupM,30,40,[ARXTRdKCupM]-[30-40].wav,ok,
AU1l1i0H0j0,30,40,[AU1l1i0H0j0]-[30-40].wav,failed,ERROR: [youtube] AU1l1i0H0j0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AUNK8dJzjLo,30,40,[AUNK8dJzjLo]-[30-40].wav,failed,ERROR: [youtube] AUNK8dJzjLo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AVG-Wmdd2yU,30,40,[AVG-Wmdd2yU]-[30-40].wav,failed,ERROR: [youtube] AVG-Wmdd2yU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AUPmWhim37Y,30,40,[AUPmWhim37Y]-[30-40].wav,failed,ERROR: [youtube] AUPmWhim37Y: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AT_076RUWPs,30,40,[AT_076RUWPs]-[30-40].wav,ok,
AVVfOYSmexM,30,40,[AVVfOYSmexM]-[30-40].wav,failed,ERROR: [youtube] AVVfOYSmexM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AVmJF1uaRuE,30,40,[AVmJF1uaRuE]-[30-40].wav,failed,ERROR: [youtube] AVmJF1uaRuE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AVPm96vrUQw,30,40,[AVPm96vrUQw]-[30-40].wav,failed,ERROR: [youtube] AVPm96vrUQw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AVJ-NxMmF6E,30,40,[AVJ-NxMmF6E]-[30-40].wav,failed,ERROR: [youtube] AVJ-NxMmF6E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AUs5OVYg078,30,40,[AUs5OVYg078]-[30-40].wav,ok,
AVogdV8khxc,30,40,[AVogdV8khxc]-[30-40].wav,failed,ERROR: [youtube] AVogdV8khxc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AVsNJgR_K6w,30,40,[AVsNJgR_K6w]-[30-40].wav,failed,ERROR: [youtube] AVsNJgR_K6w: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AYOlvoM5bjY,60,70,[AYOlvoM5bjY]-[60-70].wav,failed,ERROR: [youtube] AYOlvoM5bjY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AVuh8-CucrE,30,40,[AVuh8-CucrE]-[30-40].wav,failed,ERROR: [youtube] AVuh8-CucrE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AaUZb-iRStE,80,90,[AaUZb-iRStE]-[80-90].wav,failed,ERROR: [youtube] AaUZb-iRStE: This video is unavailable
AYln23c8g6w,30,40,[AYln23c8g6w]-[30-40].wav,failed,ERROR: [youtube] AYln23c8g6w: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
A_Yd5huF2Pg,30,40,[A_Yd5huF2Pg]-[30-40].wav,failed,ERROR: [youtube] A_Yd5huF2Pg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AZsupJ68Hp0,30,40,[AZsupJ68Hp0]-[30-40].wav,failed,ERROR: [youtube] AZsupJ68Hp0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
A_oaLt-n4fQ,220,230,[A_oaLt-n4fQ]-[220-230].wav,failed,ERROR: [youtube] A_oaLt-n4fQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
A_NkQM85g6Q,30,40,[A_NkQM85g6Q]-[30-40].wav,failed,ERROR: [youtube] A_NkQM85g6Q: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AY_yCk4eTTI,60,70,[AY_yCk4eTTI]-[60-70].wav,failed,ERROR: [youtube] AY_yCk4eTTI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AaajkQEU3A0,130,140,[AaajkQEU3A0]-[130-140].wav,failed,ERROR: [youtube] AaajkQEU3A0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AaVUuKl8294,30,40,[AaVUuKl8294]-[30-40].wav,failed,ERROR: [youtube] AaVUuKl8294: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Aak-VLHtFPM,70,80,[Aak-VLHtFPM]-[70-80].wav,failed,ERROR: [youtube] Aak-VLHtFPM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AcX1B_Pr-RQ,30,40,[AcX1B_Pr-RQ]-[30-40].wav,failed,ERROR: [youtube] AcX1B_Pr-RQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Ac4M-EkdkDs,220,230,[Ac4M-EkdkDs]-[220-230].wav,failed,ERROR: [youtube] Ac4M-EkdkDs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Ade0UZnb6dw,30,40,[Ade0UZnb6dw]-[30-40].wav,failed,ERROR: [youtube] Ade0UZnb6dw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AcX6rAwFTiY,260,270,[AcX6rAwFTiY]-[260-270].wav,failed,ERROR: [youtube] AcX6rAwFTiY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Ae8o_FMI0Xs,30,40,[Ae8o_FMI0Xs]-[30-40].wav,failed,ERROR: [youtube] Ae8o_FMI0Xs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AeXDtbfpQlQ,30,40,[AeXDtbfpQlQ]-[30-40].wav,failed,ERROR: [youtube] AeXDtbfpQlQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AdxKsUW2mAo,30,40,[AdxKsUW2mAo]-[30-40].wav,failed,ERROR: [youtube] AdxKsUW2mAo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AgCSBCsHkMk,60,70,[AgCSBCsHkMk]-[60-70].wav,failed,ERROR: [youtube] AgCSBCsHkMk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AgJH6Ul1EFg,130,140,[AgJH6Ul1EFg]-[130-140].wav,failed,ERROR: [youtube] AgJH6Ul1EFg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AareFwTIg1s,90,100,[AareFwTIg1s]-[90-100].wav,ok,
AagemOzvoZE,30,40,[AagemOzvoZE]-[30-40].wav,ok,
Ah_aYOGnQ_I,30,40,[Ah_aYOGnQ_I]-[30-40].wav,failed,ERROR: [youtube] Ah_aYOGnQ_I: This video has been removed for violating YouTube's Terms of Service
AgVUGzrzJ20,320,330,[AgVUGzrzJ20]-[320-330].wav,failed,ERROR: [youtube] AgVUGzrzJ20: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AeDNy6Ff7VE,30,40,[AeDNy6Ff7VE]-[30-40].wav,ok,
Ail32Z1T4QM,30,40,[Ail32Z1T4QM]-[30-40].wav,failed,ERROR: [youtube] Ail32Z1T4QM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AiGGDpbgp6I,140,150,[AiGGDpbgp6I]-[140-150].wav,failed,ERROR: [youtube] AiGGDpbgp6I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AjLX_1rBDPM,30,40,[AjLX_1rBDPM]-[30-40].wav,failed,ERROR: [youtube] AjLX_1rBDPM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AjjQqd0eLzw,30,40,[AjjQqd0eLzw]-[30-40].wav,failed,ERROR: [youtube] AjjQqd0eLzw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AjLuenrAsbE,30,40,[AjLuenrAsbE]-[30-40].wav,failed,ERROR: [youtube] AjLuenrAsbE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AkHaDKuiE_s,60,70,[AkHaDKuiE_s]-[60-70].wav,failed,ERROR: [youtube] AkHaDKuiE_s: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Akg1n9IWSrw,0,10,[Akg1n9IWSrw]-[0-10].wav,failed,ERROR: [youtube] Akg1n9IWSrw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AlVr7-ntuqw,30,40,[AlVr7-ntuqw]-[30-40].wav,failed,ERROR: [youtube] AlVr7-ntuqw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AkbCw7oVkw0,30,40,[AkbCw7oVkw0]-[30-40].wav,failed,ERROR: [youtube] AkbCw7oVkw0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Aky0DF507fw,170,180,[Aky0DF507fw]-[170-180].wav,failed,ERROR: [youtube] Aky0DF507fw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AgtY6m-b3Gk,30,40,[AgtY6m-b3Gk]-[30-40].wav,failed,ERROR: [youtube] AgtY6m-b3Gk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
Al_OdIuqoe0,30,40,[Al_OdIuqoe0]-[30-40].wav,failed,ERROR: [youtube] Al_OdIuqoe0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
An-4jPvUT14,60,70,[An-4jPvUT14]-[60-70].wav,failed,ERROR: [youtube] An-4jPvUT14: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AmAThmRphk0,30,40,[AmAThmRphk0]-[30-40].wav,failed,ERROR: [youtube] AmAThmRphk0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AnErEDywInE,30,40,[AnErEDywInE]-[30-40].wav,failed,ERROR: [youtube] AnErEDywInE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
AnMR6SOBa9k,30,40,[AnMR6SOBa9k]-[30-40].wav,failed,ERROR: [youtube] AnMR6SOBa9k: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ApDJYsi9UGg,30,40,[ApDJYsi9UGg]-[30-40].wav,failed,ERROR: [youtube] ApDJYsi9UGg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
