ytid,start_s,end_s,category,error
gqkqzqCHM3A,30,40,bot_check,ERROR: [youtube] gqkqzqCHM3A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gwBfZJ5IGOA,0,10,bot_check,ERROR: [youtube] gwBfZJ5IGOA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gxzU5EqNL14,30,40,bot_check,ERROR: [youtube] gxzU5EqNL14: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gz-4W-uEzhc,30,40,other,ERROR: [youtube] gz-4W-uEzhc: This video may be inappropriate for some users.
h7DOBV43UPQ,90,100,bot_check,ERROR: [youtube] h7DOBV43UPQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hCELSy7hVKE,80,90,bot_check,ERROR: [youtube] hCELSy7hVKE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hDzmNYd_eaA,30,40,bot_check,ERROR: [youtube] hDzmNYd_eaA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hHS5C0RKa8A,120,130,copyright_removed,ERROR: [youtube] hHS5C0RKa8A: It was removed following a copyright removal request by Universal Music Group
hIEj8msjg8E,30,40,bot_check,ERROR: [youtube] hIEj8msjg8E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hTAWbHXCJ2A,60,70,other,ERROR: [youtube] hTAWbHXCJ2A: This video may be inappropriate for some users.
hTlIqICkbW8,60,70,bot_check,ERROR: [youtube] hTlIqICkbW8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hUcuXIvDN2E,30,40,bot_check,ERROR: [youtube] hUcuXIvDN2E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hVikKRODjbI,110,120,unavailable,ERROR: [youtube] hVikKRODjbI: This video is unavailable
hbqdthlv6CU,40,50,bot_check,ERROR: [youtube] hbqdthlv6CU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hgGCfJoYDUU,30,40,bot_check,ERROR: [youtube] hgGCfJoYDUU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hhU78ykPr5w,180,190,bot_check,ERROR: [youtube] hhU78ykPr5w: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hkWOAj09_dY,30,40,bot_check,ERROR: [youtube] hkWOAj09_dY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hlHb9HwNxk8,110,120,bot_check,ERROR: [youtube] hlHb9HwNxk8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
hwp7wCKIXg4,0,10,unavailable,ERROR: [youtube] hwp7wCKIXg4: This video is unavailable
i8PFu7AiwaE,160,170,bot_check,ERROR: [youtube] i8PFu7AiwaE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
i8bt6Mb0rUc,10,20,bot_check,ERROR: [youtube] i8bt6Mb0rUc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iDvva_WCo-I,30,40,bot_check,ERROR: [youtube] iDvva_WCo-I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iEcWlreXhGc,30,40,account_terminated,ERROR: [youtube] iEcWlreXhGc: This video is no longer available because the YouTube account associated with this video has been terminated.
iHYOaGNdweo,230,240,bot_check,ERROR: [youtube] iHYOaGNdweo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iS-iTbHndw8,190,200,bot_check,ERROR: [youtube] iS-iTbHndw8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iTWZsfVCyBs,30,40,bot_check,ERROR: [youtube] iTWZsfVCyBs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iVBNoH6XgW4,30,40,bot_check,ERROR: [youtube] iVBNoH6XgW4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iX_a2Ct0ya8,200,210,bot_check,ERROR: [youtube] iX_a2Ct0ya8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
iXgEQj1Fs7g,540,550,account_terminated,ERROR: [youtube] iXgEQj1Fs7g: This video is no longer available because the YouTube account associated with this video has been terminated.
iZjIuV_cTe8,210,220,bot_check,ERROR: [youtube] iZjIuV_cTe8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
i_G_0vgEYJg,30,40,account_terminated,ERROR: [youtube] i_G_0vgEYJg: This video is no longer available because the YouTube account associated with this video has been terminated.
icomsHXY8YA,30,40,bot_check,ERROR: [youtube] icomsHXY8YA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
idUZsNLnyDg,30,40,bot_check,ERROR: [youtube] idUZsNLnyDg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
idVCpQaByc4,70,80,other,ERROR: [youtube] idVCpQaByc4: We're processing this video. Check back later.
itgeNVRhBKs,490,500,unavailable,ERROR: [youtube] itgeNVRhBKs: This video is unavailable
iuNpXisjsLY,30,40,other,ERROR: [youtube] iuNpXisjsLY: The uploader has not made this video available in your country
izVCz3P43p8,10,20,bot_check,ERROR: [youtube] izVCz3P43p8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
j9hAUlz5kQs,30,40,age_signin_or_permission,"ERROR: [youtube] j9hAUlz5kQs: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
jIoDR_eskaU,80,90,bot_check,ERROR: [youtube] jIoDR_eskaU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
jPBg5cR8XeA,170,180,bot_check,ERROR: [youtube] jPBg5cR8XeA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
jPOWgfA0zAo,30,40,age_signin_or_permission,"ERROR: [youtube] jPOWgfA0zAo: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
jaJdPUAv6N0,30,40,bot_check,ERROR: [youtube] jaJdPUAv6N0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
jmPmqzxlOTY,30,40,age_signin_or_permission,"ERROR: [youtube] jmPmqzxlOTY: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
k-LkhT4HAiE,300,310,unavailable,ERROR: [youtube] k-LkhT4HAiE: This video is unavailable
k9w2aaNKenE,40,50,age_signin_or_permission,"ERROR: [youtube] k9w2aaNKenE: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
keIvA2wSPZc,30,40,other,ERROR: [youtube] keIvA2wSPZc: It was blocked due to the claimed content by UMG.
kg8FwhL_fqs,200,210,account_terminated,ERROR: [youtube] kg8FwhL_fqs: This video is no longer available because the YouTube account associated with this video has been terminated.
kjmmzA6i5rk,60,70,age_signin_or_permission,ERROR: [youtube] kjmmzA6i5rk: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
lFv1MJSSWNs,30,40,age_signin_or_permission,ERROR: [youtube] lFv1MJSSWNs: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
lRC2lurjPBw,30,40,other,ERROR: [youtube] lRC2lurjPBw: We're processing this video. Check back later.
lTLsL94ABRs,30,40,account_terminated,ERROR: [youtube] lTLsL94ABRs: This video is no longer available because the YouTube account associated with this video has been terminated.
lrk00BNiuD4,30,40,unavailable,ERROR: [youtube] lrk00BNiuD4: This video is unavailable
m-S-yqzlOj4,170,180,other,ERROR: [youtube] m-S-yqzlOj4: This video may be inappropriate for some users.
m-e3w2yZ6sM,30,40,unavailable,ERROR: [youtube] m-e3w2yZ6sM: This video is unavailable
m-xxD1fGPnU,0,10,account_terminated,ERROR: [youtube] m-xxD1fGPnU: This video is no longer available because the YouTube account associated with this video has been terminated.
m9MQdg0k1t0,30,40,unavailable,ERROR: [youtube] m9MQdg0k1t0: This video is unavailable
nTtxF9Wyw6o,30,40,unavailable,ERROR: [youtube] nTtxF9Wyw6o: This video is unavailable
nZmhIHZINL8,520,530,age_signin_or_permission,"ERROR: [youtube] nZmhIHZINL8: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
nn2TnOGCHDI,20,30,age_signin_or_permission,"ERROR: [youtube] nn2TnOGCHDI: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
nr9oLIsbDyQ,10,20,age_signin_or_permission,"ERROR: [youtube] nr9oLIsbDyQ: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
nvrMO6TDu2g,110,120,copyright_removed,ERROR: [youtube] nvrMO6TDu2g: It was removed following a copyright removal request by NHK
oGbNzR_lpSk,480,490,bot_check,ERROR: [youtube] oGbNzR_lpSk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ocCIB2bPq_Y,30,40,unavailable,ERROR: [youtube] ocCIB2bPq_Y: This video is unavailable
opu2tXoVNKU,130,140,account_terminated,ERROR: [youtube] opu2tXoVNKU: This video is no longer available because the YouTube account associated with this video has been terminated.
pHzjKCj9INw,30,40,age_signin_or_permission,"ERROR: [youtube] pHzjKCj9INw: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
q87TmUmVg0Y,130,140,unavailable,ERROR: [youtube] q87TmUmVg0Y: This video is unavailable
qIxpfaeZ-zs,380,390,account_terminated,ERROR: [youtube] qIxpfaeZ-zs: This video is no longer available because the YouTube account associated with this video has been terminated.
qKXhSGaudtk,150,160,other,ERROR: [youtube] qKXhSGaudtk: This video is not available
qM8F6ECriRc,50,60,age_signin_or_permission,"ERROR: [youtube] qM8F6ECriRc: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
qUWYzx7pBSw,40,50,unavailable,ERROR: [youtube] qUWYzx7pBSw: This video is unavailable
qc1DaM4kdO0,30,40,age_signin_or_permission,"ERROR: [youtube] qc1DaM4kdO0: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
qoBC2wimalI,30,40,age_signin_or_permission,"ERROR: [youtube] qoBC2wimalI: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
qpt3umHYfmY,30,40,age_signin_or_permission,"ERROR: [youtube] qpt3umHYfmY: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
qyCea2TuUV4,100,110,unavailable,ERROR: [youtube] qyCea2TuUV4: This video is unavailable
rQeikHMQGOM,30,40,unavailable,ERROR: [youtube] rQeikHMQGOM: This video is unavailable
rfah0bhmYkc,30,40,age_signin_or_permission,"ERROR: [youtube] rfah0bhmYkc: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
rnuGOQ-aSjs,80,90,age_signin_or_permission,"ERROR: [youtube] rnuGOQ-aSjs: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
s1c8RF7lKv0,50,60,unavailable,ERROR: [youtube] s1c8RF7lKv0: This video is unavailable
s6U8DtBK3Us,30,40,account_terminated,ERROR: [youtube] s6U8DtBK3Us: This video is no longer available because the YouTube account associated with this video has been terminated.
sXwa1Akj1t0,150,160,age_signin_or_permission,"ERROR: [youtube] sXwa1Akj1t0: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
s_LMd1_XN1w,30,40,age_signin_or_permission,"ERROR: [youtube] s_LMd1_XN1w: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
sxMYFYDNF_g,140,150,age_signin_or_permission,"ERROR: [youtube] sxMYFYDNF_g: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
t-yy7v7P0IE,100,110,age_signin_or_permission,"ERROR: [youtube] t-yy7v7P0IE: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
t5fW1-6iXZY,70,80,unavailable,ERROR: [youtube] t5fW1-6iXZY: This video is unavailable
tEZU-ZRhSoY,80,90,account_terminated,ERROR: [youtube] tEZU-ZRhSoY: This video is no longer available because the YouTube account associated with this video has been terminated.
tFVvupXoRoM,30,40,unavailable,ERROR: [youtube] tFVvupXoRoM: This video is unavailable
tMMjurLqYJQ,0,10,account_terminated,ERROR: [youtube] tMMjurLqYJQ: This video is no longer available because the YouTube account associated with this video has been terminated.
tV2m7HFJprU,230,240,other,ERROR: [youtube] tV2m7HFJprU: This video has been removed for violating YouTube's Terms of Service
tju-t_Bz_W8,30,40,age_signin_or_permission,"ERROR: [youtube] tju-t_Bz_W8: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
tk4s-nlhmEQ,30,40,account_terminated,ERROR: [youtube] tk4s-nlhmEQ: This video is no longer available because the YouTube account associated with this video has been terminated.
u1a5eyk-9ig,10,20,age_signin_or_permission,"ERROR: [youtube] u1a5eyk-9ig: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
uqUNGNZoxrg,110,120,age_signin_or_permission,ERROR: [youtube] uqUNGNZoxrg: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
vNPL092rPgQ,50,60,age_signin_or_permission,ERROR: [youtube] vNPL092rPgQ: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
vOAXAoHtl7o,150,160,age_signin_or_permission,"ERROR: [youtube] vOAXAoHtl7o: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
vVNWjq9byoQ,320,330,age_signin_or_permission,"ERROR: [youtube] vVNWjq9byoQ: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
vsDriIwNAmU,30,40,unavailable,ERROR: [youtube] vsDriIwNAmU: This video is unavailable
w-qG-P9E1U4,500,510,age_signin_or_permission,"ERROR: [youtube] w-qG-P9E1U4: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
w09XinexaIY,20,30,age_signin_or_permission,ERROR: [youtube] w09XinexaIY: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
w6zHc6nRJ0o,220,230,unavailable,ERROR: [youtube] w6zHc6nRJ0o: This video is unavailable
wBe5tW8iJew,0,10,unavailable,ERROR: [youtube] wBe5tW8iJew: This video is unavailable
wSeT9dlfDTc,30,40,age_signin_or_permission,"ERROR: [youtube] wSeT9dlfDTc: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
wTPI3MHqxSQ,190,200,other,ERROR: [youtube] wTPI3MHqxSQ: It was blocked due to the claimed content by SME.
yNIZaqTHUnc,30,40,unavailable,ERROR: [youtube] yNIZaqTHUnc: This video is unavailable
yzT9nsHslAk,30,40,age_signin_or_permission,"ERROR: [youtube] yzT9nsHslAk: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
z4ewUsnIJKI,580,590,age_signin_or_permission,"ERROR: [youtube] z4ewUsnIJKI: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
zCrpaLEq1VQ,50,60,age_signin_or_permission,"ERROR: [youtube] zCrpaLEq1VQ: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
zSSIGv82318,10,20,age_signin_or_permission,"ERROR: [youtube] zSSIGv82318: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
zSq2D_GF00o,90,100,age_signin_or_permission,"ERROR: [youtube] zSq2D_GF00o: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
zTuxNA1y6Os,80,90,other,ERROR: [youtube] zTuxNA1y6Os: This video may be inappropriate for some users.
zWEznZ40k2Q,30,40,copyright_removed,ERROR: [youtube] zWEznZ40k2Q: It was removed following a copyright removal request by JAPAN BROADCASTING CORPORATION
zyXa2tdBTGc,30,40,bot_check,ERROR: [youtube] zyXa2tdBTGc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
